0.325817,-1.97594e-05,0.785192,0.653401,-0.270567,0.653184,-0.270576
0.325821,-1.13984e-05,0.78519,0.653405,-0.270562,0.653182,-0.270576
0.325826,-1.10797e-05,0.785188,0.653408,-0.270562,0.65318,-0.270573
0.325831,-8.43843e-06,0.785185,0.653412,-0.270562,0.653177,-0.270571
0.32584,-1.85446e-06,0.785178,0.653421,-0.27056,0.65317,-0.270568
0.325848,2.83482e-06,0.78517,0.653431,-0.270558,0.653162,-0.270566
0.325855,7.91582e-06,0.785162,0.653441,-0.270559,0.653152,-0.270564
0.325862,1.24873e-05,0.785154,0.653452,-0.270554,0.653146,-0.270557
0.325868,1.50282e-05,0.785146,0.653461,-0.270556,0.653137,-0.270555
0.325875,1.57638e-05,0.785136,0.653469,-0.270559,0.65313,-0.270551
0.325877,1.93664e-05,0.785131,0.653474,-0.270556,0.653127,-0.27055
0.325883,1.92394e-05,0.785122,0.653481,-0.270558,0.653119,-0.270548
0.325889,2.56062e-05,0.785102,0.653497,-0.270557,0.653106,-0.270543
0.325891,2.51819e-05,0.785097,0.6535,-0.27056,0.653101,-0.270543
0.325891,2.67346e-05,0.785092,0.653504,-0.270559,0.653098,-0.270541
0.325892,2.59396e-05,0.785088,0.653509,-0.270559,0.653095,-0.270538
0.325891,2.77505e-05,0.785084,0.653512,-0.270558,0.653093,-0.270537
0.325891,2.6584e-05,0.785081,0.653514,-0.27056,0.653091,-0.270536
0.325892,2.89087e-05,0.785076,0.653518,-0.270558,0.653087,-0.270536
0.325893,2.61257e-05,0.785068,0.653524,-0.270561,0.653082,-0.27053
0.32589,3.0021e-05,0.78507,0.653525,-0.270557,0.653082,-0.270534
0.325891,2.92711e-05,0.785061,0.65353,-0.270561,0.653075,-0.270534
0.325888,2.71472e-05,0.78506,0.653531,-0.270561,0.653074,-0.270533
0.325887,2.8522e-05,0.785055,0.653536,-0.27056,0.65307,-0.270532
0.325884,2.81443e-05,0.785054,0.653535,-0.270561,0.65307,-0.270532
0.325881,2.97078e-05,0.785051,0.653537,-0.27056,0.653069,-0.270533
0.32588,2.95402e-05,0.785047,0.653541,-0.270559,0.653066,-0.270531
0.325879,3.26246e-05,0.785043,0.653545,-0.270558,0.653062,-0.270533
0.325877,3.11305e-05,0.785038,0.653548,-0.270558,0.65306,-0.270531
0.325877,3.11308e-05,0.785035,0.653552,-0.270558,0.653056,-0.27053
0.325873,3.26407e-05,0.785032,0.653553,-0.270558,0.653053,-0.270533
0.325874,3.45054e-05,0.785026,0.653558,-0.270558,0.653048,-0.270532
0.325873,3.70049e-05,0.785024,0.653562,-0.270556,0.653045,-0.270534
0.325872,3.55926e-05,0.78502,0.653565,-0.270557,0.653042,-0.270532
0.325871,3.54199e-05,0.785015,0.653567,-0.270559,0.653039,-0.270533
0.325871,4.10376e-05,0.785011,0.653572,-0.270554,0.653036,-0.270534
0.325869,4.20153e-05,0.785009,0.653576,-0.270551,0.653033,-0.270532
0.325871,4.27777e-05,0.785004,0.653583,-0.270552,0.653027,-0.270531
0.325872,4.54586e-05,0.784997,0.653589,-0.270552,0.653021,-0.270531
0.325873,4.73116e-05,0.784992,0.653594,-0.270551,0.653017,-0.270529
0.325872,4.75354e-05,0.784988,0.653598,-0.27055,0.653013,-0.270529
0.325874,4.97904e-05,0.784982,0.653605,-0.27055,0.653007,-0.270528
0.325873,5.12245e-05,0.784979,0.653608,-0.27055,0.653003,-0.270529
0.325876,5.51782e-05,0.784971,0.653616,-0.270546,0.652998,-0.270526
0.325878,5.58298e-05,0.784964,0.653623,-0.270548,0.652991,-0.270524
0.325878,5.65964e-05,0.784958,0.653628,-0.270551,0.652985,-0.270525
0.32588,5.7156e-05,0.784954,0.653633,-0.270549,0.652982,-0.270521
0.325881,6.07612e-05,0.784947,0.653641,-0.270547,0.652975,-0.27052
0.325883,6.40057e-05,0.78494,0.653649,-0.270546,0.652968,-0.270519
0.325886,6.409e-05,0.784932,0.653654,-0.27055,0.652961,-0.270519
0.325888,6.88214e-05,0.784925,0.653663,-0.270546,0.652955,-0.270518
0.325891,6.61018e-05,0.784919,0.653667,-0.270552,0.652948,-0.270516
0.325892,6.83935e-05,0.784913,0.653674,-0.270551,0.652943,-0.270515
0.325892,6.89566e-05,0.784907,0.653679,-0.270552,0.652937,-0.270515
0.325894,7.18964e-05,0.784901,0.653687,-0.270549,0.652932,-0.27051
0.325896,7.28059e-05,0.784893,0.653694,-0.270552,0.652925,-0.27051
0.325896,7.21263e-05,0.784885,0.6537,-0.270555,0.652918,-0.270507
0.325896,7.38664e-05,0.784881,0.653704,-0.270554,0.652915,-0.270505
0.325901,7.32007e-05,0.784869,0.653714,-0.270556,0.652907,-0.270501
0.325901,7.5445e-05,0.784866,0.653718,-0.270556,0.652903,-0.270501
0.325902,7.23022e-05,0.784859,0.653722,-0.270562,0.652897,-0.270498
0.325901,7.55393e-05,0.784855,0.653727,-0.270558,0.652895,-0.270496
0.3259,7.41164e-05,0.784847,0.653731,-0.270561,0.65289,-0.270493
0.3259,7.23596e-05,0.784844,0.653734,-0.270565,0.652886,-0.270493
0.3259,7.1319e-05,0.784837,0.65374,-0.270566,0.652882,-0.270489
0.3259,7.28446e-05,0.78483,0.653746,-0.270566,0.652877,-0.270486
